time,gpp_maespa_60
17:00:00,2.9466012
17:30:00,2.745599
18:00:00,2.9314263
18:30:00,4.4871441
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0.179543533
06:00:00,0.907780433
06:30:00,1.627430133
07:00:00,2.288955767
07:30:00,2.931041933
08:00:00,3.528594967
08:30:00,3.953687867
09:00:00,4.3096532
09:30:00,4.5934876
10:00:00,4.791154167
10:30:00,4.895142667
11:00:00,4.893787067
11:30:00,4.8408303
12:00:00,4.797098967
12:30:00,4.637564
13:00:00,4.469923867
13:30:00,4.258556433
14:00:00,4.040401067
14:30:00,3.7868897
15:00:00,3.659206733
15:30:00,3.435995
16:00:00,3.231199833
16:30:00,3.002469133
17:00:00,2.830848433
17:30:00,2.7369517
18:00:00,2.950931933
18:30:00,4.122834633
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0.155368
06:00:00,0.860364333
06:30:00,1.5661972
07:00:00,2.257378033
07:30:00,2.927580333
08:00:00,3.5335955
08:30:00,4.018796933
09:00:00,4.395313633
09:30:00,4.685586967
10:00:00,4.876726733
10:30:00,5.0101972
11:00:00,5.0290888
11:30:00,4.903743033
12:00:00,4.810292967
12:30:00,4.6157076
13:00:00,4.391328
13:30:00,4.0753233
14:00:00,3.802910867
14:30:00,3.674532467
15:00:00,3.477592833
15:30:00,3.238593667
16:00:00,3.038050733
16:30:00,2.834761867
17:00:00,2.645147033
17:30:00,2.604869633
18:00:00,2.835698867
18:30:00,0.259842867
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0.417419267
06:00:00,1.5825221
06:30:00,2.297352167
07:00:00,2.951130867
07:30:00,3.521825033
